MS46522B
!2036101/M1: 20062002
!7/30/2026.2:13:51.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION.OFF
!AVERAGING.OFF
!IF.BANDWIDTH: 100HZ
!NUMBER.OF.TRACES: 2
!TRACE:       ,TRACE.1           ,TRACE.2           
!PARAMETER:   ,S21               ,S21               
!PORT:        ,PORT1             ,PORT1             
!GRAPH:       ,LOGMAG.PHASE      ,POLAR.LIN.PHASE   
!SMOOTHING:   ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LINMAG2,PHASE2.DEG
2862,7.653212349,-6.385160E+001,112.5919000,7.653212349,-2.465679E-004,0.0005926
2863,7.653219849,-6.390240E+001,112.4267000,7.653219849,-2.434306E-004,0.0005898
2864,7.653227349,-6.377607E+001,112.1322000,7.653227349,-2.439185E-004,0.0005997
2865,7.653234849,-6.367899E+001,113.4081000,7.653234849,-2.601021E-004,0.0006008
2866,7.653242349,-6.382795E+001,112.8685000,7.653242349,-2.501065E-004,0.0005930
2867,7.653249849,-6.382026E+001,113.0752000,7.653249849,-2.524678E-004,0.0005926
2868,7.653257349,-6.399639E+001,112.1232000,7.653257349,-2.377173E-004,0.0005847
2869,7.653264849,-6.378865E+001,112.9564000,7.653264849,-2.521542E-004,0.0005953
2870,7.653272349,-6.376363E+001,112.2936000,7.653272349,-2.459584E-004,0.0005999
2871,7.653279849,-6.374072E+001,112.1633000,7.653279849,-2.452396E-004,0.0006020
2872,7.653287349,-6.384456E+001,112.0753000,7.653287349,-2.414116E-004,0.0005953
2873,7.653294849,-6.377618E+001,113.2465000,7.653294849,-2.555314E-004,0.0005949
2874,7.653302349,-6.384909E+001,111.7495000,7.653302349,-2.378986E-004,0.0005963
2875,7.653309849,-6.370164E+001,112.5932000,7.653309849,-2.508762E-004,0.0006029
2876,7.653317349,-6.377099E+001,112.5638000,7.653317349,-2.485739E-004,0.0005982
2877,7.653324849,-6.374258E+001,111.7908000,7.653324849,-2.412688E-004,0.0006035
2878,7.653332349,-6.387247E+001,112.7911000,7.653332349,-2.480307E-004,0.0005903
2879,7.653339849,-6.380448E+001,112.3753000,7.653339849,-2.456556E-004,0.0005967
2880,7.653347349,-6.371646E+001,111.3224000,7.653347349,-2.370391E-004,0.0006073
2881,7.653354849,-6.383133E+001,111.5928000,7.653354849,-2.367507E-004,0.0005982
2882,7.653362349,-6.379320E+001,112.7900000,7.653362349,-2.502933E-004,0.0005957
2883,7.653369849,-6.377918E+001,112.5829000,7.653369849,-2.485385E-004,0.0005976
2884,7.653377349,-6.371815E+001,111.2810000,7.653377349,-2.365537E-004,0.0006073
2885,7.653384849,-6.366828E+001,112.6585000,7.653384849,-2.525305E-004,0.0006049
2886,7.653392349,-6.383630E+001,112.0387000,7.653392349,-2.412600E-004,0.0005960
2887,7.653399849,-6.372238E+001,112.0040000,7.653399849,-2.440801E-004,0.0006040
2888,7.653407349,-6.371866E+001,110.2220000,7.653407349,-2.252759E-004,0.0006116
2889,7.653414849,-6.373705E+001,112.2280000,7.653414849,-2.460236E-004,0.0006020
2890,7.653422349,-6.380816E+001,112.2047000,7.653422349,-2.437739E-004,0.0005972
2891,7.653429849,-6.392709E+001,112.3271000,7.653429849,-2.417169E-004,0.0005886
2892,7.653437349,-6.387077E+001,111.2952000,7.653437349,-2.325815E-004,0.0005967
2893,7.653444849,-6.398157E+001,113.0055000,7.653444849,-2.471145E-004,0.0005820
2894,7.653452349,-6.385369E+001,112.3448000,7.653452349,-2.439515E-004,0.0005935
2895,7.653459849,-6.384804E+001,111.3792000,7.653459849,-2.340678E-004,0.0005979
2896,7.653467349,-6.369632E+001,111.7070000,7.653467349,-2.416698E-004,0.0006071
2897,7.653474849,-6.374561E+001,112.2075000,7.653474849,-2.455659E-004,0.0006015
2898,7.653482349,-6.393449E+001,112.6080000,7.653482349,-2.443916E-004,0.0005869
2899,7.653489849,-6.361804E+001,111.9672000,7.653489849,-2.466364E-004,0.0006115
2900,7.653497349,-6.376488E+001,112.6990000,7.653497349,-2.501612E-004,0.0005981
2901,7.653504849,-6.350705E+001,111.3223000,7.653504849,-2.428214E-004,0.0006221
2902,7.653512349,-6.378080E+001,112.1259000,7.653512349,-2.437189E-004,0.0005994
2903,7.653519849,-6.365506E+001,111.7084000,7.653519849,-2.428345E-004,0.0006100
2904,7.653527349,-6.380777E+001,113.4189000,7.653527349,-2.563863E-004,0.0005919
2905,7.653534849,-6.363478E+001,112.5601000,7.653534849,-2.524639E-004,0.0006077
2906,7.653542349,-6.362762E+001,111.3850000,7.653542349,-2.401455E-004,0.0006133
2907,7.653549849,-6.363449E+001,111.6929000,7.653549849,-2.432450E-004,0.0006115
2908,7.653557349,-6.370471E+001,110.3713000,7.653557349,-2.272326E-004,0.0006119
2909,7.653564849,-6.380193E+001,111.1568000,7.653564849,-2.329784E-004,0.0006020
2910,7.653572349,-6.387804E+001,111.6078000,7.653572349,-2.356367E-004,0.0005949
2911,7.653579849,-6.377163E+001,110.5412000,7.653579849,-2.272892E-004,0.0006066
2912,7.653587349,-6.369736E+001,112.6030000,7.653587349,-2.511027E-004,0.0006031
2913,7.653594849,-6.361302E+001,110.4955000,7.653594849,-2.309840E-004,0.0006179
2914,7.653602349,-6.371894E+001,111.2231000,7.653602349,-2.359180E-004,0.0006075
2915,7.653609849,-6.386948E+001,111.7457000,7.653609849,-2.373014E-004,0.0005949
2916,7.653617349,-6.376649E+001,110.7697000,7.653617349,-2.298419E-004,0.0006060
2917,7.653624849,-6.374879E+001,111.0448000,7.653624849,-2.332239E-004,0.0006062
2918,7.653632349,-6.377095E+001,111.1063000,7.653632349,-2.332789E-004,0.0006044
2919,7.653639849,-6.365983E+001,109.7924000,7.653639849,-2.221838E-004,0.0006174
2920,7.653647349,-6.364819E+001,112.4303000,7.653647349,-2.506990E-004,0.0006073
2921,7.653654849,-6.372350E+001,110.8498000,7.653654849,-2.318342E-004,0.0006087
2922,7.653662349,-6.373981E+001,110.3497000,7.653662349,-2.260869E-004,0.0006096
2923,7.653669849,-6.387172E+001,111.7311000,7.653669849,-2.370879E-004,0.0005948
2924,7.653677349,-6.354608E+001,110.6707000,7.653677349,-2.346748E-004,0.0006220
2925,7.653684849,-6.356644E+001,110.9575000,7.653684849,-2.372288E-004,0.0006194
2926,7.653692349,-6.350779E+001,109.5785000,7.653692349,-2.237606E-004,0.0006291
2927,7.653699849,-6.359476E+001,111.5424000,7.653699849,-2.427462E-004,0.0006149
2928,7.653707349,-6.359741E+001,111.6637000,7.653707349,-2.439733E-004,0.0006142
2929,7.653714849,-6.367612E+001,109.7391000,7.653714849,-2.211945E-004,0.0006164
2930,7.653722349,-6.367112E+001,111.6697000,7.653722349,-2.419752E-004,0.0006090
2931,7.653729849,-6.361967E+001,110.7005000,7.653729849,-2.330160E-004,0.0006166
2932,7.653737349,-6.359276E+001,111.5845000,7.653737349,-2.432536E-004,0.0006149
2933,7.653744849,-6.369626E+001,110.5192000,7.653744849,-2.290343E-004,0.0006120
2934,7.653752349,-6.369411E+001,111.1047000,7.653752349,-2.353350E-004,0.0006097
2935,7.653759849,-6.386058E+001,110.0565000,7.653759849,-2.198856E-004,0.0006023
2936,7.653767349,-6.363953E+001,110.3757000,7.653767349,-2.289915E-004,0.0006165
2937,7.653774849,-6.387775E+001,112.0834000,7.653774849,-2.405740E-004,0.0005930
2938,7.653782349,-6.366196E+001,110.2168000,7.653782349,-2.266946E-004,0.0006156
2939,7.653789849,-6.364340E+001,110.6099000,7.653789849,-2.314074E-004,0.0006153
2940,7.653797349,-6.363384E+001,110.8792000,7.653797349,-2.345544E-004,0.0006149
2941,7.653804849,-6.358193E+001,110.6179000,7.653804849,-2.331371E-004,0.0006197
2942,7.653812349,-6.370377E+001,111.2961000,7.653812349,-2.371060E-004,0.0006083
2943,7.653819849,-6.368736E+001,111.0188000,7.653819849,-2.346021E-004,0.0006106
2944,7.653827349,-6.363714E+001,109.6235000,7.653827349,-2.209388E-004,0.0006197
2945,7.653834849,-6.384361E+001,111.0860000,7.653834849,-2.311230E-004,0.0005994
2946,7.653842349,-6.365955E+001,110.3503000,7.653842349,-2.281920E-004,0.0006152
2947,7.653849849,-6.366024E+001,109.6483000,7.653849849,-2.206200E-004,0.0006179
2948,7.653857349,-6.377045E+001,109.6612000,7.653857349,-2.179752E-004,0.0006101
2949,7.653864849,-6.351482E+001,111.5330000,7.653864849,-2.448888E-004,0.0006206
2950,7.653872349,-6.369093E+001,111.1158000,7.653872349,-2.355386E-004,0.0006099
2951,7.653879849,-6.354007E+001,109.8140000,7.653879849,-2.255048E-004,0.0006259
2952,7.653887349,-6.372778E+001,109.7403000,7.653887349,-2.198955E-004,0.0006128
2953,7.653894849,-6.373685E+001,108.6481000,7.653894849,-2.079569E-004,0.0006162
2954,7.653902349,-6.380631E+001,110.4219000,7.653902349,-2.251246E-004,0.0006046
2955,7.653909849,-6.362313E+001,109.9851000,7.653909849,-2.252080E-004,0.0006193
2956,7.653917349,-6.367084E+001,110.0547000,7.653917349,-2.247225E-004,0.0006156
2957,7.653924849,-6.380756E+001,110.3707000,7.653924849,-2.245521E-004,0.0006047
2958,7.653932349,-6.366875E+001,109.8348000,7.653932349,-2.224118E-004,0.0006166
2959,7.653939849,-6.390206E+001,109.7674000,7.653939849,-2.158114E-004,0.0006005
2960,7.653947349,-6.370123E+001,109.8634000,7.653947349,-2.218889E-004,0.0006142
2961,7.653954849,-6.362801E+001,109.9871000,7.653954849,-2.251039E-004,0.0006189
2962,7.653962349,-6.356712E+001,109.0174000,7.653962349,-2.161072E-004,0.0006270
2963,7.653969849,-6.380581E+001,110.8452000,7.653969849,-2.295986E-004,0.0006030
2964,7.653977349,-6.357752E+001,109.6038000,7.653977349,-2.222462E-004,0.0006240
2965,7.653984849,-6.365514E+001,110.9122000,7.653984849,-2.343338E-004,0.0006133
2966,7.653992349,-6.362634E+001,111.4072000,7.653992349,-2.404192E-004,0.0006132
2967,7.653999849,-6.358649E+001,110.1611000,7.653999849,-2.280694E-004,0.0006212
2968,7.654007349,-6.340994E+001,109.9407000,7.654007349,-2.303122E-004,0.0006348
2969,7.654014849,-6.355294E+001,110.0076000,7.654014849,-2.272805E-004,0.0006242
2970,7.654022349,-6.355870E+001,110.0013000,7.654022349,-2.270615E-004,0.0006238
2971,7.654029849,-6.352560E+001,110.4454000,7.654029849,-2.327746E-004,0.0006244
2972,7.654037349,-6.367272E+001,110.3245000,7.654037349,-2.275700E-004,0.0006144
2973,7.654044849,-6.358955E+001,109.6328000,7.654044849,-2.222536E-004,0.0006230
2974,7.654052349,-6.360099E+001,110.2837000,7.654052349,-2.290153E-004,0.0006197
2975,7.654059849,-6.368623E+001,110.1618000,7.654059849,-2.254730E-004,0.0006141
2976,7.654067349,-6.370946E+001,110.0818000,7.654067349,-2.240154E-004,0.0006128
2977,7.654074849,-6.371111E+001,109.8081000,7.654074849,-2.210444E-004,0.0006137
2978,7.654082349,-6.366215E+001,108.8816000,7.654082349,-2.122848E-004,0.0006207
2979,7.654089849,-6.372305E+001,108.6721000,7.654089849,-2.085467E-004,0.0006171
2980,7.654097349,-6.381306E+001,109.3905000,7.654097349,-2.140380E-004,0.0006081
2981,7.654104849,-6.346467E+001,109.9805000,7.654104849,-2.293039E-004,0.0006307
2982,7.654112349,-6.358309E+001,109.5130000,7.654112349,-2.211151E-004,0.0006240
2983,7.654119849,-6.347601E+001,109.6464000,7.654119849,-2.253281E-004,0.0006312
2984,7.654127349,-6.340586E+001,109.5066000,7.654127349,-2.256027E-004,0.0006368
2985,7.654134849,-6.364054E+001,108.7575000,7.654134849,-2.114654E-004,0.0006227
2986,7.654142349,-6.370467E+001,109.6822000,7.654142349,-2.198577E-004,0.0006146
2987,7.654149849,-6.358725E+001,109.7131000,7.654149849,-2.231858E-004,0.0006229
2988,7.654157349,-6.361827E+001,110.0773000,7.654157349,-2.263315E-004,0.0006192
2989,7.654164849,-6.355893E+001,109.0302000,7.654164849,-2.164507E-004,0.0006275
2990,7.654172349,-6.377815E+001,110.5520000,7.654172349,-2.272331E-004,0.0006061
2991,7.654179849,-6.367013E+001,108.6799000,7.654179849,-2.099062E-004,0.0006209
2992,7.654187349,-6.347627E+001,110.4142000,7.654187349,-2.337594E-004,0.0006281
2993,7.654194849,-6.351695E+001,109.0629000,7.654194849,-2.178593E-004,0.0006305
2994,7.654202349,-6.355156E+001,109.1114000,7.654202349,-2.175244E-004,0.0006278
2995,7.654209849,-6.364988E+001,109.1309000,7.654209849,-2.152877E-004,0.0006206
2996,7.654217349,-6.359077E+001,109.0073000,7.654217349,-2.154089E-004,0.0006253
2997,7.654224849,-6.368785E+001,109.1048000,7.654224849,-2.140669E-004,0.0006180
2998,7.654232349,-6.350391E+001,108.6711000,7.654232349,-2.138635E-004,0.0006329
2999,7.654239849,-6.352112E+001,109.7712000,7.654239849,-2.255280E-004,0.0006274
3000,7.654247349,-6.350605E+001,107.9917000,7.654247349,-2.062940E-004,0.0006352
3001,7.654254849,-6.376171E+001,109.8549000,7.654254849,-2.202589E-004,0.0006100
3002,7.654262349,-6.372063E+001,109.3294000,7.654262349,-2.156723E-004,0.0006149
3003,7.654269849,-6.354669E+001,108.7207000,7.654269849,-2.133581E-004,0.0006296
3004,7.654277349,-6.351300E+001,108.7803000,7.654277349,-2.148453E-004,0.0006318
3005,7.654284849,-6.355796E+001,108.4854000,7.654284849,-2.104981E-004,0.0006296
3006,7.654292349,-6.356507E+001,108.9318000,7.654292349,-2.152205E-004,0.0006275
3007,7.654299849,-6.360798E+001,108.9780000,7.654299849,-2.146633E-004,0.0006242
3008,7.654307349,-6.352495E+001,108.4529000,7.654307349,-2.109412E-004,0.0006322
3009,7.654314849,-6.341513E+001,108.1856000,7.654314849,-2.106361E-004,0.0006412
3010,7.654322349,-6.355135E+001,109.3218000,7.654322349,-2.198341E-004,0.0006270
3011,7.654329849,-6.346958E+001,109.2500000,7.654329849,-2.211202E-004,0.0006332
3012,7.654337349,-6.360208E+001,108.8881000,7.654337349,-2.138291E-004,0.0006250
3013,7.654344849,-6.355753E+001,108.1024000,7.654344849,-2.062941E-004,0.0006311
3014,7.654352349,-6.358171E+001,108.6847000,7.654352349,-2.121062E-004,0.0006272
3015,7.654359849,-6.367955E+001,109.3779000,7.654359849,-2.172182E-004,0.0006176
3016,7.654367349,-6.341765E+001,109.0380000,7.654367349,-2.200874E-004,0.0006378
3017,7.654374849,-6.362773E+001,108.9951000,7.654374849,-2.143615E-004,0.0006227
3018,7.654382349,-6.360716E+001,109.3927000,7.654382349,-2.191965E-004,0.0006227
3019,7.654389849,-6.360571E+001,108.3811000,7.654389849,-2.082031E-004,0.0006266
3020,7.654397349,-6.367961E+001,108.7208000,7.654397349,-2.101198E-004,0.0006200
3021,7.654404849,-6.346647E+001,109.3692000,7.654404849,-2.225165E-004,0.0006330
3022,7.654412349,-6.370680E+001,108.9564000,7.654412349,-2.120019E-004,0.0006172
3023,7.654419849,-6.366312E+001,109.2087000,7.654419849,-2.158012E-004,0.0006194
3024,7.654427349,-6.351175E+001,109.1452000,7.654427349,-2.188963E-004,0.0006305
3025,7.654434849,-6.346970E+001,107.8878000,7.654434849,-2.060017E-004,0.0006383
3026,7.654442349,-6.377868E+001,108.7589000,7.654442349,-2.081435E-004,0.0006129
3027,7.654449849,-6.354633E+001,108.5203000,7.654449849,-2.111636E-004,0.0006304
3028,7.654457349,-6.358165E+001,108.1119000,7.654457349,-2.058262E-004,0.0006293
3029,7.654464849,-6.349281E+001,109.4878000,7.654464849,-2.231480E-004,0.0006306
3030,7.654472349,-6.332668E+001,108.1220000,7.654472349,-2.120727E-004,0.0006480
3031,7.654479849,-6.367843E+001,108.4190000,7.654479849,-2.068784E-004,0.0006212
3032,7.654487349,-6.360608E+001,108.6174000,7.654487349,-2.107775E-004,0.0006257
3033,7.654494849,-6.375782E+001,108.9169000,7.654494849,-2.103375E-004,0.0006138
3034,7.654502349,-6.363373E+001,107.9891000,7.654502349,-2.032553E-004,0.0006260
3035,7.654509849,-6.359890E+001,108.8929000,7.654509849,-2.139592E-004,0.0006252
3036,7.654517349,-6.349058E+001,108.7179000,7.654517349,-2.147107E-004,0.0006337
3037,7.654524849,-6.345268E+001,107.9751000,7.654524849,-2.073802E-004,0.0006392
3038,7.654532349,-6.350434E+001,108.8917000,7.654532349,-2.162889E-004,0.0006320
3039,7.654539849,-6.361528E+001,108.0494000,7.654539849,-2.043474E-004,0.0006271
3040,7.654547349,-6.366690E+001,107.6788000,7.654547349,-1.991008E-004,0.0006247
3041,7.654554849,-6.344955E+001,107.9827000,7.654554849,-2.075394E-004,0.0006394
3042,7.654562349,-6.355547E+001,107.6107000,7.654562349,-2.009188E-004,0.0006330
3043,7.654569849,-6.350382E+001,107.4081000,7.654569849,-1.998638E-004,0.0006375
3044,7.654577349,-6.347171E+001,108.5259000,7.654577349,-2.130477E-004,0.0006358
3045,7.654584849,-6.376576E+001,107.2282000,7.654584849,-1.919837E-004,0.0006191
3046,7.654592349,-6.358070E+001,109.0031000,7.654592349,-2.156129E-004,0.0006261
3047,7.654599849,-6.342882E+001,107.1266000,7.654599849,-1.984359E-004,0.0006440
3048,7.654607349,-6.369486E+001,107.8354000,7.654607349,-2.001613E-004,0.0006221
3049,7.654614849,-6.348227E+001,106.7976000,7.654614849,-1.935399E-004,0.0006411
3050,7.654622349,-6.358810E+001,107.7994000,7.654622349,-2.022409E-004,0.0006299
3051,7.654629849,-6.359660E+001,108.2687000,7.654629849,-2.071914E-004,0.0006276
3052,7.654637349,-6.361343E+001,108.4065000,7.654637349,-2.082960E-004,0.0006259
3053,7.654644849,-6.352303E+001,108.9401000,7.654644849,-2.163563E-004,0.0006305
3054,7.654652349,-6.358341E+001,107.5906000,7.654652349,-2.000519E-004,0.0006310
3055,7.654659849,-6.345134E+001,107.8010000,7.654659849,-2.054685E-004,0.0006399
3056,7.654667349,-6.350546E+001,107.4880000,7.654667349,-2.007155E-004,0.0006371
3057,7.654674849,-6.358953E+001,108.8418000,7.654674849,-2.136327E-004,0.0006260
3058,7.654682349,-6.348312E+001,107.1651000,7.654682349,-1.976298E-004,0.0006398
3059,7.654689849,-6.350660E+001,108.0783000,7.654689849,-2.072402E-004,0.0006349
3060,7.654697349,-6.358350E+001,107.2313000,7.654697349,-1.960893E-004,0.0006322
3061,7.654704849,-6.366452E+001,106.6732000,7.654704849,-1.881588E-004,0.0006282
3062,7.654712349,-6.353390E+001,107.3712000,7.654712349,-1.987641E-004,0.0006354
3063,7.654719849,-6.347416E+001,108.1532000,7.654719849,-2.088491E-004,0.0006370
3064,7.654727349,-6.348972E+001,106.2417000,7.654727349,-1.871506E-004,0.0006424
3065,7.654734849,-6.355450E+001,107.5720000,7.654734849,-2.005133E-004,0.0006332
3066,7.654742349,-6.358158E+001,108.3988000,7.654742349,-2.089763E-004,0.0006283
3067,7.654749849,-6.349688E+001,107.2705000,7.654749849,-1.984916E-004,0.0006384
3068,7.654757349,-6.348100E+001,107.6167000,7.654757349,-2.027158E-004,0.0006384
3069,7.654764849,-6.357401E+001,107.2326000,7.654764849,-1.963184E-004,0.0006329
3070,7.654772349,-6.371876E+001,108.1507000,7.654772349,-2.030221E-004,0.0006193
3071,7.654779849,-6.343842E+001,106.8185000,7.654779849,-1.947544E-004,0.0006443
3072,7.654787349,-6.345352E+001,107.4267000,7.654787349,-2.012329E-004,0.0006411
3073,7.654794849,-6.344364E+001,107.0406000,7.654794849,-1.971321E-004,0.0006432
3074,7.654802349,-6.351292E+001,106.6116000,7.654802349,-1.907837E-004,0.0006395
3075,7.654809849,-6.334833E+001,107.1746000,7.654809849,-2.008277E-004,0.0006498
3076,7.654817349,-6.337684E+001,107.8890000,7.654817349,-2.082299E-004,0.0006451
3077,7.654824849,-6.341658E+001,106.3822000,7.654824849,-1.903209E-004,0.0006474
3078,7.654832349,-6.357679E+001,107.8320000,7.654832349,-2.028640E-004,0.0006306
3079,7.654839849,-6.332844E+001,106.3975000,7.654839849,-1.924364E-004,0.0006539
3080,7.654847349,-6.349274E+001,107.4595000,7.654847349,-2.006919E-004,0.0006381
3081,7.654854849,-6.351570E+001,106.9738000,7.654854849,-1.947597E-004,0.0006381
3082,7.654862349,-6.339997E+001,107.6952000,7.654862349,-2.054983E-004,0.0006441
3083,7.654869849,-6.355000E+001,107.5572000,7.654869849,-2.004542E-004,0.0006336
3084,7.654877349,-6.355695E+001,106.5607000,7.654877349,-1.892537E-004,0.0006364
3085,7.654884849,-6.338804E+001,107.2403000,7.654884849,-2.006530E-004,0.0006466
3086,7.654892349,-6.359307E+001,106.5097000,7.654892349,-1.879037E-004,0.0006340
3087,7.654899849,-6.329304E+001,106.4644000,7.654899849,-1.939892E-004,0.0006564
3088,7.654907349,-6.346552E+001,107.0893000,7.654907349,-1.971818E-004,0.0006414
3089,7.654914849,-6.348355E+001,106.8516000,7.654914849,-1.941159E-004,0.0006409
3090,7.654922349,-6.340163E+001,106.1440000,7.654922349,-1.879510E-004,0.0006493
3091,7.654929849,-6.347607E+001,106.7734000,7.654929849,-1.934080E-004,0.0006417
3092,7.654937349,-6.348946E+001,107.0725000,7.654937349,-1.964520E-004,0.0006397
3093,7.654944849,-6.336119E+001,106.3198000,7.654944849,-1.908292E-004,0.0006517
3094,7.654952349,-6.333613E+001,107.7753000,7.654952349,-2.079207E-004,0.0006486
3095,7.654959849,-6.340345E+001,106.4763000,7.654959849,-1.916734E-004,0.0006481
3096,7.654967349,-6.340420E+001,107.0205000,7.654967349,-1.978036E-004,0.0006462
3097,7.654974849,-6.340559E+001,106.8458000,7.654974849,-1.958006E-004,0.0006467
3098,7.654982349,-6.351551E+001,106.9258000,7.654982349,-1.942304E-004,0.0006383
3099,7.654989849,-6.328772E+001,105.4617000,7.654989849,-1.825847E-004,0.0006601
3100,7.654997349,-6.364173E+001,107.1837000,7.654997349,-1.942574E-004,0.0006282
3101,7.655004849,-6.335778E+001,106.0268000,7.655004849,-1.875668E-004,0.0006530
3102,7.655012349,-6.351451E+001,107.2104000,7.655012349,-1.974200E-004,0.0006374
3103,7.655019849,-6.339257E+001,105.6604000,7.655019849,-1.826542E-004,0.0006515
3104,7.655027349,-6.353246E+001,105.6397000,7.655027349,-1.795046E-004,0.0006412
3105,7.655034849,-6.342067E+001,106.4449000,7.655034849,-1.909392E-004,0.0006469
3106,7.655042349,-6.341476E+001,105.9620000,7.655042349,-1.856070E-004,0.0006489
3107,7.655049849,-6.349316E+001,106.2063000,7.655049849,-1.866797E-004,0.0006423
3108,7.655057349,-6.342310E+001,107.2317000,7.655057349,-1.997482E-004,0.0006440
3109,7.655064849,-6.346423E+001,105.8846000,7.655064849,-1.836816E-004,0.0006455
3110,7.655072349,-6.351868E+001,106.6683000,7.655072349,-1.912895E-004,0.0006389
3111,7.655079849,-6.344431E+001,105.8925000,7.655079849,-1.841923E-004,0.0006469
3112,7.655087349,-6.340874E+001,105.6893000,7.655087349,-1.826429E-004,0.0006502
3113,7.655094849,-6.340606E+001,105.9404000,7.655094849,-1.855477E-004,0.0006496
3114,7.655102349,-6.325018E+001,105.0926000,7.655102349,-1.791005E-004,0.0006641
3115,7.655109849,-6.346624E+001,106.2023000,7.655109849,-1.872138E-004,0.0006443
3116,7.655117349,-6.328740E+001,105.8726000,7.655117349,-1.873209E-004,0.0006588
3117,7.655124849,-6.327671E+001,106.2957000,7.655124849,-1.924173E-004,0.0006582
3118,7.655132349,-6.343521E+001,107.4680000,7.655132349,-2.021215E-004,0.0006423
3119,7.655139849,-6.356136E+001,105.4877000,7.655139849,-1.772123E-004,0.0006395
3120,7.655147349,-6.350050E+001,106.3106000,7.655147349,-1.876898E-004,0.0006414
3121,7.655154849,-6.337883E+001,106.1070000,7.655154849,-1.880252E-004,0.0006511
3122,7.655162349,-6.345502E+001,107.1611000,7.655162349,-1.982249E-004,0.0006419
3123,7.655169849,-6.332098E+001,106.3666000,7.655169849,-1.922488E-004,0.0006546
3124,7.655177349,-6.341171E+001,106.9831000,7.655177349,-1.972109E-004,0.0006457
3125,7.655184849,-6.342403E+001,106.7754000,7.655184849,-1.945921E-004,0.0006455
3126,7.655192349,-6.346145E+001,104.7053000,7.655192349,-1.704124E-004,0.0006493
3127,7.655199849,-6.341186E+001,106.8184000,7.655199849,-1.953501E-004,0.0006463
3128,7.655207349,-6.338497E+001,107.3502000,7.655207349,-2.019646E-004,0.0006464
3129,7.655214849,-6.343166E+001,106.3009000,7.655214849,-1.890733E-004,0.0006465
3130,7.655222349,-6.344609E+001,105.2928000,7.655222349,-1.773745E-004,0.0006487
3131,7.655229849,-6.361859E+001,105.5370000,7.655229849,-1.765952E-004,0.0006352
3132,7.655237349,-6.340672E+001,105.3108000,7.655237349,-1.783845E-004,0.0006516
3133,7.655244849,-6.349594E+001,105.9540000,7.655244849,-1.837907E-004,0.0006429
3134,7.655252349,-6.331325E+001,105.5977000,7.655252349,-1.836109E-004,0.0006577
3135,7.655259849,-6.340931E+001,105.1388000,7.655259849,-1.763758E-004,0.0006519
3136,7.655267349,-6.341155E+001,106.4009000,7.655267349,-1.906426E-004,0.0006477
3137,7.655274849,-6.341889E+001,105.9712000,7.655274849,-1.856225E-004,0.0006486
3138,7.655282349,-6.343277E+001,106.0129000,7.655282349,-1.857976E-004,0.0006474
3139,7.655289849,-6.348499E+001,106.1396000,7.655289849,-1.861069E-004,0.0006431
3140,7.655297349,-6.333437E+001,105.8352000,7.655297349,-1.858825E-004,0.0006554
3141,7.655304849,-6.345167E+001,105.6618000,7.655304849,-1.814325E-004,0.0006471
3142,7.655312349,-6.343024E+001,106.0378000,7.655312349,-1.861333E-004,0.0006475
3143,7.655319849,-6.338218E+001,106.4887000,7.655319849,-1.922846E-004,0.0006496
3144,7.655327349,-6.341193E+001,106.3699000,7.655327349,-1.902835E-004,0.0006478
3145,7.655334849,-6.333376E+001,106.3355000,7.655334849,-1.916114E-004,0.0006538
3146,7.655342349,-6.333274E+001,105.9804000,7.655342349,-1.875779E-004,0.0006550
3147,7.655349849,-6.352779E+001,106.6131000,7.655349849,-1.904744E-004,0.0006384
3148,7.655357349,-6.342207E+001,106.3959000,7.655357349,-1.903552E-004,0.0006469
3149,7.655364849,-6.351065E+001,105.3146000,7.655364849,-1.763065E-004,0.0006438
3150,7.655372349,-6.335514E+001,106.1986000,7.655372349,-1.895821E-004,0.0006526
3151,7.655379849,-6.332980E+001,107.0555000,7.655379849,-1.999026E-004,0.0006516
3152,7.655387349,-6.334465E+001,104.6916000,7.655387349,-1.725616E-004,0.0006582
3153,7.655394849,-6.318310E+001,105.5500000,7.655394849,-1.858272E-004,0.0006678
3154,7.655402349,-6.346325E+001,105.4906000,7.655402349,-1.792584E-004,0.0006468
3155,7.655409849,-6.348725E+001,105.9581000,7.655409849,-1.840209E-004,0.0006435
3156,7.655417349,-6.345769E+001,107.1014000,7.655417349,-1.974949E-004,0.0006419
3157,7.655424849,-6.322830E+001,104.7667000,7.655424849,-1.757631E-004,0.0006668
3158,7.655432349,-6.350899E+001,104.6225000,7.655432349,-1.685478E-004,0.0006460
3159,7.655439849,-6.345783E+001,105.0630000,7.655439849,-1.745356E-004,0.0006485
3160,7.655447349,-6.351633E+001,105.4306000,7.655447349,-1.774929E-004,0.0006430
3161,7.655454849,-6.333161E+001,106.0853000,7.655454849,-1.888015E-004,0.0006547
3162,7.655462349,-6.353234E+001,105.3881000,7.655462349,-1.766895E-004,0.0006420
3163,7.655469849,-6.341647E+001,105.8145000,7.655469849,-1.838995E-004,0.0006493
